      Time            FairTen1            FairTen2            FairTen3            FairTen4            FairTen5            FairTen6            FairTen7            FairTen8
    2.8800       2.8023507e+05       2.7981076e+05       2.7890479e+05       2.7938420e+05       2.7888866e+05       2.7930460e+05       2.8021065e+05       2.7973943e+05
    2.9000       2.8158340e+05       2.8116050e+05       2.8026108e+05       2.8073848e+05       2.8024455e+05       2.8065867e+05       2.8155816e+05       2.8108938e+05
    2.9200       2.8297344e+05       2.8255229e+05       2.8166037e+05       2.8213528e+05       2.8164352e+05       2.8205548e+05       2.8294748e+05       2.8248159e+05
    2.9400       2.8440164e+05       2.8398258e+05       2.8309912e+05       2.8357106e+05       2.8308201e+05       2.8349150e+05       2.8437503e+05       2.8391250e+05
    2.9600       2.8586434e+05       2.8544773e+05       2.8457370e+05       2.8504219e+05       2.8455640e+05       2.8496307e+05       2.8583717e+05       2.8537847e+05
    2.9800       2.8735782e+05       2.8694401e+05       2.8608039e+05       2.8654493e+05       2.8606297e+05       2.8646649e+05       2.8733018e+05       2.8687577e+05
    3.0000       2.8887826e+05       2.8846762e+05       2.8761540e+05       2.8807551e+05       2.8759793e+05       2.8799797e+05       2.8885025e+05       2.8840060e+05
    3.0200       2.9042181e+05       2.9001470e+05       2.8917488e+05       2.8963006e+05       2.8915743e+05       2.8955364e+05       2.9039351e+05       2.8994910e+05
    3.0400       2.9198454e+05       2.9158132e+05       2.9075492e+05       2.9120467e+05       2.9073756e+05       2.9112959e+05       2.9195605e+05       2.9151735e+05
    3.0600       2.9356248e+05       2.9316354e+05       2.9235156e+05       2.9279538e+05       2.9233436e+05       2.9272186e+05       2.9353389e+05       2.9310138e+05
    3.0800       2.9515165e+05       2.9475736e+05       2.9396081e+05       2.9439821e+05       2.9394384e+05       2.9432646e+05       2.9512306e+05       2.9469721e+05
    3.1000       2.9674804e+05       2.9635879e+05       2.9557868e+05       2.9600914e+05       2.9556202e+05       2.9593939e+05       2.9671954e+05       2.9630084e+05
    3.1200       2.9834765e+05       2.9796382e+05       2.9720116e+05       2.9762419e+05       2.9718487e+05       2.9755664e+05       2.9831935e+05       2.9790827e+05
    3.1400       2.9994648e+05       2.9956847e+05       2.9882427e+05       2.9923935e+05       2.9880841e+05       2.9917422e+05       2.9991847e+05       2.9951548e+05
    3.1600       3.0154054e+05       3.0116875e+05       3.0044400e+05       3.0085064e+05       3.0042866e+05       3.0078812e+05       3.0151291e+05       3.0111850e+05
    3.1800       3.0312585e+05       3.0276067e+05       3.0205640e+05       3.0245409e+05       3.0204162e+05       3.0239439e+05       3.0309869e+05       3.0271333e+05
    3.2000       3.0469846e+05       3.0434029e+05       3.0365750e+05       3.0404575e+05       3.0364337e+05       3.0398905e+05       3.0467187e+05       3.0429603e+05
    3.2200       3.0625445e+05       3.0590369e+05       3.0524339e+05       3.0562170e+05       3.0522995e+05       3.0556819e+05       3.0622852e+05       3.0586266e+05
    3.2400       3.0778993e+05       3.0744699e+05       3.0681018e+05       3.0717805e+05       3.0679750e+05       3.0712791e+05       3.0776476e+05       3.0740934e+05
    3.2600       3.0930107e+05       3.0896636e+05       3.0835403e+05       3.0871097e+05       3.0834217e+05       3.0866438e+05       3.0927674e+05       3.0893223e+05
    3.2800       3.1078412e+05       3.1045805e+05       3.0987118e+05       3.1021671e+05       3.0986019e+05       3.1017381e+05       3.1076072e+05       3.1042757e+05
    3.3000       3.1223540e+05       3.1191838e+05       3.1135793e+05       3.1169157e+05       3.1134788e+05       3.1165253e+05       3.1221300e+05       3.1189167e+05
    3.3200       3.1365133e+05       3.1334378e+05       3.1281072e+05       3.1313197e+05       3.1280164e+05       3.1309693e+05       3.1363002e+05       3.1332096e+05
    3.3400       3.1502842e+05       3.1473077e+05       3.1422603e+05       3.1453443e+05       3.1421798e+05       3.1450353e+05       3.1500829e+05       3.1471193e+05
    3.3600       3.1636330e+05       3.1607596e+05       3.1560049e+05       3.1589557e+05       3.1559350e+05       3.1586892e+05       3.1634441e+05       3.1606120e+05
    3.3800       3.1765270e+05       3.1737609e+05       3.1693082e+05       3.1721211e+05       3.1692493e+05       3.1718983e+05       3.1763512e+05       3.1736550e+05
    3.4000       3.1889347e+05       3.1862800e+05       3.1821384e+05       3.1848089e+05       3.1820910e+05       3.1846308e+05       3.1887727e+05       3.1862164e+05
    3.4200       3.2008256e+05       3.1982867e+05       3.1944651e+05       3.1969888e+05       3.1944295e+05       3.1968563e+05       3.2006780e+05       3.1982661e+05
    3.4400       3.2121708e+05       3.2097519e+05       3.2062592e+05       3.2086314e+05       3.2062356e+05       3.2085453e+05       3.2120382e+05       3.2097747e+05
    3.4600       3.2229426e+05       3.2206480e+05       3.2174928e+05       3.2197093e+05       3.2174814e+05       3.2196702e+05       3.2228256e+05       3.2207145e+05
    3.4800       3.2331149e+05       3.2309488e+05       3.2281396e+05       3.2301961e+05       3.2281407e+05       3.2302046e+05       3.2330139e+05       3.2310593e+05
    3.5000       3.2426631e+05       3.2406297e+05       3.2381748e+05       3.2400671e+05       3.2381886e+05       3.2401235e+05       3.2425786e+05       3.2407843e+05
