time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
2.38,25.7185375594512,8.84295445651162e-05,0.0239894268588681,-1.61465921090275e-05,-0.0168632968960887,1.1358477073215e-05
2.4,25.7173071377669,8.98991578726083e-05,0.021088678186171,-1.63029422451943e-05,-0.0157422721563955,1.14078205277326e-05
2.42,25.716104703044,9.12989387842344e-05,0.0184348121813711,-1.64325703471944e-05,-0.0146471696865398,1.14431419383596e-05
2.44,25.7149333271843,9.26235991229873e-05,0.0160401569948352,-1.65346390796619e-05,-0.0135807173408493,1.14638518872554e-05
2.46,25.7137960016012,9.38680463598018e-05,0.0139160208928386,-1.66084370803277e-05,-0.0125455720754224,1.14693869528491e-05
2.48,25.7126956361519,9.50276080562418e-05,0.0120728751179406,-1.66533915369951e-05,-0.0115443205775509,1.14592293050334e-05
2.5,25.7116350661943,9.60979765594061e-05,0.0105205843267968,-1.66689944370633e-05,-0.0105794871289954,1.14328914371649e-05
2.52,25.7106170526778,9.70750418982647e-05,0.00926844886257205,-1.66547803405842e-05,-0.00965353491921553,1.13899090048459e-05
2.54,25.7096442751613,9.79548105242145e-05,0.00832517716031989,-1.66103325819265e-05,-0.00876886083366112,1.13298408613161e-05
2.56,25.7087193164655,9.87333838065041e-05,0.007698857730428,-1.65352727459129e-05,-0.00792778257338121,1.12522703041078e-05
2.58,25.7078446439848,9.94069702660028e-05,0.00739690848972296,-1.64292732013118e-05,-0.00713252265939685,1.1156815428916e-05
2.6,25.7070225997574,9.9971889772732e-05,0.00742602626967681,-1.62920757956184e-05,-0.00638520030993767,1.10431397750895e-05
2.62,25.7062553939009,0.000100424562369028,0.00779214661624028,-1.61235131031787e-05,-0.005687826275667,1.09109580414999e-05
2.64,25.7055450997004,0.000100761546052652,0.00850044000558015,-1.59235101054772e-05,-0.00504229906523495,1.07600321749966e-05
2.66,25.7048936481589,0.000100979538050439,0.00955531872750326,-1.56920850287036e-05,-0.00445040055575191,1.05901725057394e-05
